1651363200000,2725.10,2727.76,2724.16,2726.63,2052.652,1651363259999,5596188.31510,3675,910.015,2481189.07717,0
1651363260000,2726.62,2727.16,2724.99,2725.59,648.179,1651363319999,1766832.77992,1832,296.991,809555.20443,0
1651363320000,2725.59,2730.42,2725.59,2730.04,1607.265,1651363379999,4385875.95797,3061,1142.973,3119033.25240,0
1651363380000,2730.04,2731.97,2725.33,2731.79,3056.801,1651363439999,8338781.97471,3937,1161.965,3169681.02901,0
1651363440000,2731.91,2732.04,2729.50,2731.73,959.795,1651363499999,2621302.19131,2383,453.236,1237868.21625,0
1651363500000,2731.74,2732.09,2728.10,2730.26,1972.868,1651363559999,5386146.73032,2837,862.921,2355988.26328,0
1651363560000,2730.26,2735.58,2730.26,2735.20,1481.052,1651363619999,4049120.07858,1949,1173.757,3209139.33769,0
1651363620000,2735.20,2737.86,2733.30,2736.25,2262.721,1651363679999,6190281.70522,3294,1410.255,3858415.39376,0
1651363680000,2736.26,2736.95,2732.30,2735.07,2901.710,1651363739999,7934269.99543,3389,856.544,2342514.57732,0
1651363740000,2735.07,2735.07,2729.08,2732.86,3555.075,1651363799999,9711600.99031,3284,621.679,1698211.08622,0
1651363800000,2732.86,2732.86,2727.34,2728.61,1474.993,1651363859999,4025026.36511,2245,479.929,1309737.89475,0
1651363860000,2728.56,2730.87,2728.24,2729.29,805.985,1651363919999,2199945.09214,1813,452.466,1235039.37536,0
1651363920000,2729.29,2732.87,2726.63,2732.47,1713.595,1651363979999,4677432.25937,2213,1029.349,2810512.64259,0
1651363980000,2732.47,2732.73,2728.40,2728.60,995.065,1651364039999,2717022.37442,1765,527.215,1439726.24705,0
1651364040000,2728.61,2729.37,2728.14,2728.74,416.461,1651364099999,1136446.27153,1259,250.438,683393.41002,0
1651364100000,2728.73,2730.00,2728.33,2729.36,661.957,1651364159999,1806649.38356,1790,420.271,1147016.73646,0
1651364160000,2729.38,2731.50,2729.10,2731.02,678.883,1651364219999,1853569.32658,1691,244.149,666574.96673,0
1651364220000,2731.01,2731.49,2729.33,2731.32,532.990,1651364279999,1455236.50194,1198,327.929,895373.82396,0
1651364280000,2731.33,2731.50,2729.00,2729.01,823.333,1651364339999,2247743.85631,1572,290.835,794017.83842,0
1651364340000,2729.01,2731.08,2728.42,2728.83,440.533,1651364399999,1202410.55577,1305,206.694,564198.03289,0
1651364400000,2728.82,2729.04,2725.35,2727.82,1389.601,1651364459999,3789048.56180,2158,442.457,1206531.62437,0
